Date,Open,High,Low,Close,Adj Close,Volume
2012-12-01,22070.439453,22718.830078,21687.880859,22656.919922,22656.919922,29324098700
2013-01-01,22860.250000,23916.160156,22860.250000,23729.529297,23729.529297,36737630400
2013-02-01,23763.339844,23944.740234,22445.339844,23020.269531,23020.269531,29040943000
2013-03-01,22957.089844,23262.019531,21975.900391,22299.630859,22299.630859,36448798500
2013-04-01,22203.929688,22862.689453,21423.250000,22737.009766,22737.009766,31954683500
2013-05-01,22692.330078,23512.419922,22290.720703,22392.160156,22392.160156,34131693700
2013-06-01,22301.679688,22564.179688,19426.359375,20803.289063,20803.289063,43148726200
2013-07-01,21004.560547,22070.140625,20119.560547,21883.660156,21883.660156,33308641600
2013-08-01,22025.750000,22695.990234,21465.720703,21731.369141,21731.369141,31016927300
2013-09-01,21948.720703,23554.339844,21948.720703,22859.859375,22859.859375,36578097600
2013-10-01,22997.210938,23534.669922,22640.179688,23206.369141,23206.369141,28707389800
2013-11-01,23208.800781,24014.810547,22463.400391,23881.289063,23881.289063,33822297200
2013-12-01,23936.150391,24111.550781,22713.699219,23306.390625,23306.390625,27164907400
2014-01-01,23452.759766,23469.330078,21746.230469,22035.419922,22035.419922,35121934700
2014-02-01,21561.699219,22986.699219,21197.779297,22836.960938,22836.960938,32344157800
2014-03-01,22630.769531,22839.429688,21137.609375,22151.060547,22151.060547,36242166400
2014-04-01,22292.320313,23224.539063,22096.949219,22133.970703,22133.970703,32007331400
2014-05-01,22194.660156,23209.259766,21680.330078,23081.650391,23081.650391,27871344900
2014-06-01,23327.509766,23397.769531,22802.099609,23190.720703,23190.720703,28091330000
2014-07-01,23326.529297,24912.220703,23126.679688,24756.849609,24756.849609,31713818500
2014-08-01,24594.230469,25243.160156,24190.929688,24742.060547,24742.060547,28096857700
2014-09-01,24703.740234,25362.980469,22855.039063,22932.980469,22932.980469,35257327100
2014-10-01,22691.589844,24046.400391,22565.599609,23998.060547,23998.060547,32384709800
2014-11-01,24133.449219,24313.060547,23252.630859,23987.449219,23987.449219,37102592000
2014-12-01,23678.000000,24189.589844,22529.750000,23605.039063,23605.039063,53307609500
2015-01-01,23699.199219,24995.080078,23312.500000,24507.050781,24507.050781,39442104700
2015-02-01,24347.269531,25101.960938,24226.289063,24823.289063,24823.289063,24655757500
2015-03-01,24996.759766,25113.199219,23677.060547,24900.890625,24900.890625,36587953000
2015-04-01,24955.199219,28588.519531,24926.109375,28133.000000,28133.000000,58920380800
2015-05-01,28231.259766,28524.599609,27191.029297,27424.189453,27424.189453,36888421300
2015-06-01,27373.060547,27854.740234,25617.779297,26250.029297,26250.029297,44649024000
2015-07-01,26459.429688,26459.429688,22836.820313,24636.279297,24636.279297,46504063100
