Date,Open,High,Low,Close,Adj Close,Volume
01/10/2012,8815.070313,9075.589844,8488.139648,8928.290039,8928.290039,2738800000
01/11/2012,8931.709961,9492.910156,8619.450195,9446.009766,9446.009766,2687500000
01/12/2012,9484.200195,10433.62988,9376.969727,10395.17969,10395.17969,3432700000
01/01/2013,10604.5,11145.37988,10398.61035,11138.66016,11138.66016,4335800000
01/02/2013,11193.71973,11662.51953,11046.91992,11559.36035,11559.36035,5299900000
01/03/2013,11464.70996,12650.25977,11464.70996,12397.91016,12397.91016,4251700000
01/04/2013,12371.33984,13983.87012,11805.78027,13860.86035,13860.86035,6211600000
01/05/2013,13837.71973,15942.59961,13555.66016,13774.54004,13774.54004,7190600000
01/06/2013,13551.36035,13724.44043,12415.84961,13677.32031,13677.32031,4755100000
01/07/2013,13746.71973,14953.29004,13562.7002,13668.32031,13668.32031,4145700000
01/08/2013,13674.5,14466.16016,13188.13965,13388.86035,13388.86035,3158800000
01/09/2013,13438.07031,14817.5,13407.53027,14455.79981,14455.79981,2908600000
01/10/2013,14517.98047,14799.28027,13748.94043,14327.94043,14327.94043,3095600000
01/11/2013,14403.07031,15729.08984,14026.16992,15661.87012,15661.87012,3175900000
01/12/2013,15659.74023,16320.21973,15112.54004,16291.30957,16291.30957,3151000000
01/01/2014,16147.54004,16164.00977,14764.57031,14914.53027,14914.53027,3734900000
01/02/2014,14788.55957,15094.54004,13995.86035,14841.07031,14841.07031,3390300000
01/03/2014,14666.92969,15312.59961,14203.20996,14827.83008,14827.83008,3011800000
01/04/2014,14870.50977,15164.38965,13885.11035,14304.11035,14304.11035,2575500000
01/05/2014,14341.08984,14744.16016,13964.42969,14632.37988,14632.37988,2560200000
01/06/2014,14777.50977,15442.66992,14777.50977,15162.09961,15162.09961,2715300000
01/07/2014,15179.63965,15759.66016,15101.49023,15620.76953,15620.76953,2467400000
01/08/2014,15511.54004,15628.78027,14753.83984,15424.58984,15424.58984,2300800000
01/09/2014,15454.58984,16374.13965,15440.99023,16173.51953,16173.51953,2530100000
01/10/2014,16173.38965,16533.91016,14529.03027,16413.75977,16413.75977,3436700000
01/11/2014,16732.84961,17520.53906,16713.36914,17459.84961,17459.84961,3155400000
01/12/2014,17475.09961,18030.83008,16672.93945,17450.76953,17450.76953,2962900000
01/01/2015,17325.67969,17850.58984,16592.57031,17674.39063,17674.39063,2691500000
01/02/2015,17536.60938,18865.39063,17271.86914,18797.93945,18797.93945,2975400000
01/03/2015,18869.40039,19778.59961,18577.06055,19206.99023,19206.99023,3191800000
01/04/2015,19129.75,20252.11914,18927.94922,19520.00977,19520.00977,3047400000
01/05/2015,19510.84961,20655.33008,19257.84961,20563.15039,20563.15039,3291500000
01/06/2015,20444.53906,20952.71094,19990.55078,20235.73047,20235.73047,3459500000
01/07/2015,20291.05078,20850,19115.19922,20585.24023,20585.24023,3318200000
01/08/2015,20540.21094,20946.92969,17714.30078,18890.48047,18890.48047,3723100000
01/09/2015,18763.7207,18777.4707,16901.49023,17388.15039,17388.15039,3132300000
01/10/2015,17479.9707,19202.33984,17389.57031,19083.09961,19083.09961,2979600000
01/11/2015,18827.10938,19994.05078,18641.2207,19747.4707,19747.4707,2559500000
01/12/2015,19799.08008,20012.40039,18562.50977,19033.71094,19033.71094,2749100000
01/01/2016,18818.58008,18951.11914,16017.25977,17518.30078,17518.30078,3235900000
01/02/2016,17699.59961,17905.36914,14865.76953,16026.75977,16026.75977,4174100000
01/03/2016,16013,17291.34961,15857.37012,16758.66992,16758.66992,3307500000
01/04/2016,16719.56055,17613.56055,15471.79981,16666.05078,16666.05078,3230600000
01/05/2016,16357.09961,17251.35938,15975.46973,17234.98047,17234.98047,2563800000
01/06/2016,17097.2207,17145.94922,14864.00977,15575.91992,15575.91992,3093000000
01/07/2016,15698.01953,16938.96094,15106.51953,16569.26953,16569.26953,2816900000
01/08/2016,16415.31055,16943.66992,15921.04004,16887.40039,16887.40039,2675600000
01/09/2016,16885.16016,17156.35938,16285.41016,16449.83984,16449.83984,2493200000
01/10/2016,16566.0293,17461.0293,16554.83008,17425.01953,17425.01953,2222800000
01/11/2016,17380.53906,18482.93945,16111.80957,18308.48047,18308.48047,3226000000
01/12/2016,18535.24023,19592.90039,18227.39063,19114.36914,19114.36914,3038700000
01/01/2017,19298.67969,19615.40039,18650.33008,19041.33984,19041.33984,2440400000
01/02/2017,18926.9707,19519.43945,18805.32031,19118.99023,19118.99023,2606300000
01/03/2017,19226.93945,19668.00977,18909.25977,18909.25977,18909.25977,2646000000
01/04/2017,18988,19289.42969,18224.67969,19196.74023,19196.74023,2178500000
01/05/2017,19154.0293,19998.49023,19144.61914,19650.57031,19650.57031,2230200000
01/06/2017,19692.16016,20318.10938,19686.32031,20033.42969,20033.42969,2326500000
01/07/2017,20056.32031,20200.88086,19856.65039,19925.17969,19925.17969,1790600000
01/08/2017,19907.08008,20113.73047,19280.01953,19646.24023,19646.24023,1876000000
01/09/2017,19733.57031,20481.26953,19239.51953,20356.2793,20356.2793,1807500000
01/10/2017,20400.50977,22086.88086,20363.2793,22011.60938,22011.60938,1872800000
01/11/2017,22144.91992,23382.15039,21972.33984,22724.96094,22724.96094,1981200000
01/12/2017,22916.92969,22994.33008,22119.21094,22764.93945,22764.93945,1539000000
01/01/2018,23073.73047,24129.33984,23065.19922,23098.28906,23098.28906,1606300000
01/02/2018,23276.09961,23492.76953,20950.15039,22068.24023,22068.24023,1840200000
01/03/2018,21901.13086,21971.16016,20347.49023,21454.30078,21454.30078,1732700000
01/04/2018,21441.57031,22495.56055,21056.01953,22467.86914,22467.86914,1386000000
01/05/2018,22453.41992,23050.39063,21931.65039,22201.82031,22201.82031,1607600000
01/06/2018,22126.25,23011.57031,22038.40039,22304.50977,22304.50977,1513500000
01/07/2018,22233.80078,22949.32031,21462.94922,22553.7207,22553.7207,1523800000
01/08/2018,22642.17969,23032.16992,21851.32031,22865.15039,22865.15039,1515200000
01/09/2018,22819.16992,24286.09961,22172.90039,24120.03906,24120.03906,1447600000
01/10/2018,24173.36914,24448.07031,20971.92969,21920.46094,21920.46094,1822800000
01/11/2018,21906.41016,22583.42969,21243.38086,22351.06055,22351.06055,1534700000
01/12/2018,22629.39063,22698.78906,18948.58008,20014.76953,20014.76953,1529200000
01/01/2019,19655.13086,20892.67969,19241.36914,20773.49023,20773.49023,1275600000
01/02/2019,20797.0293,21610.88086,20315.31055,21385.16016,21385.16016,1276100000
01/03/2019,21490.01953,21860.39063,20911.57031,21205.81055,21205.81055,1396900000
01/04/2019,21500.89063,22362.91992,21471.11914,22258.73047,22258.73047,1187800000
01/05/2019,22184.40039,22190.49023,20581.58008,20601.18945,20601.18945,1458100000
01/06/2019,20327.86914,21497.82031,20289.64063,21275.91992,21275.91992,1195400000
01/07/2019,21566.26953,21823.07031,20993.43945,21521.5293,21521.5293,1168700000
01/08/2019,21361.58008,21556.68945,20110.75977,20704.36914,20704.36914,1373500000
01/09/2019,20625.75,22255.56055,20554.16016,21755.83984,21755.83984,1392600000
01/10/2019,21831.43945,23008.42969,21276.00977,22927.03906,22927.03906,1347900000
01/11/2019,22730.49023,23608.06055,22705.59961,23293.91016,23293.91016,1356700000
01/12/2019,23388.63086,24091.11914,23044.7793,23656.61914,23656.61914,1173000000
01/01/2020,23319.75977,24115.94922,22892.94922,23205.17969,23205.17969,1133600000
01/02/2020,22874.26953,23995.36914,20916.40039,21142.96094,21142.96094,1396200000
01/03/2020,20849.78906,21719.7793,16358.19043,18917.00977,18917.00977,3101700000
01/04/2020,18686.11914,20365.89063,17646.5,20193.68945,20193.68945,1837200000
01/05/2020,19991.9707,21955.43945,19448.92969,21877.89063,21877.89063,1539400000
01/06/2020,21910.89063,23185.84961,21529.83008,22288.14063,22288.14063,1754000000
01/07/2020,22338.30078,22965.56055,21710,21710,21710,1454700000
01/08/2020,21947.58008,23431.03906,21919.83008,23139.75977,23139.75977,1357300000
01/09/2020,23089.63086,23622.74023,22878.71094,23185.11914,23185.11914,1362400000
01/10/2020,23184.92969,23725.58008,22948.4707,22977.13086,22977.13086,1148600000
01/11/2020,23110.74023,26834.19922,23096.78906,26433.61914,26433.61914,1614800000
01/12/2020,26624.19922,27602.51953,26327.08008,27444.16992,27444.16992,1340300000
01/01/2021,27575.57031,28979.5293,27002.17969,27663.39063,27663.39063,1388600000
01/02/2021,27649.07031,30714.51953,27649.07031,28966.00977,28966.00977,1406000000
01/03/2021,29419.44922,30485,28308.57031,29178.80078,29178.80078,1956500000
01/04/2021,29441.91016,30208.89063,28419.83984,28812.63086,28812.63086,1231300000
01/05/2021,29024.00977,29685.41016,27385.0293,28860.08008,28860.08008,1313600000
01/06/2021,28998.65039,29480.84961,27795.85938,28791.5293,28791.5293,1258700000
01/07/2021,28832.41016,28852.31055,27272.49023,27283.58984,27283.58984,1108100000
01/08/2021,27493.32031,28279.80078,26954.81055,28089.53906,28089.53906,1235400000
01/09/2021,28179.03906,30795.7793,28179.03906,29452.66016,29452.66016,1561500000
